0.0653149 0.01 0.01 2 3 1
0.0455453 0.00697318 0.00697318 2 3 1
0.0356605 0.00545977 0.00545977 2 3 1
0.0257756 0.00394636 0.00394636 2 3 1
0.0158908 0.00243296 0.00243296 2 3 1
0.00600601 0.000919547 0.000919547 2 3 1
-0.0038788 -0.000593862 -0.000593862 2 3 1
-0.0137636 -0.00210727 -0.00210727 2 3 1
-0.0236484 -0.00362068 -0.00362068 2 3 1
-0.0335333 -0.00513409 -0.00513409 2 3 1
-0.0434181 -0.0066475 -0.0066475 2 3 1
-0.0533029 -0.00816091 -0.00816091 2 3 1
-0.0631877 -0.00967432 -0.00967432 2 3 1
-0.0730725 -0.0111877 -0.0111877 2 3 1
-0.0829573 -0.0127011 -0.0127011 2 3 1
-0.0928422 -0.0142145 -0.0142145 2 3 1
-0.102727 -0.015728 -0.015728 2 3 1
-0.112612 -0.0172414 -0.0172414 2 3 1
-0.122497 -0.0187548 -0.0187548 2 3 1
-0.132381 -0.0202682 -0.0202682 2 3 1
-0.142266 -0.0217816 -0.0217816 2 3 1
-0.152151 -0.023295 -0.023295 2 3 1
-0.162036 -0.0248084 -0.0248084 2 3 1
-0.171921 -0.0263218 -0.0263218 2 3 1
-0.181806 -0.0278352 -0.0278352 2 3 1
-0.19169 -0.0293486 -0.0293486 2 3 1
-0.201575 -0.030862 -0.030862 2 3 1
-0.21146 -0.0323754 -0.0323754 2 3 1
-0.221345 -0.0338889 -0.0338889 2 3 1
-0.23123 -0.0354023 -0.0354023 2 3 1
-0.241114 -0.0369157 -0.0369157 2 3 1
-0.250999 -0.0384291 -0.0384291 2 3 1
-0.260884 -0.0399425 -0.0399425 2 3 1
-0.270769 -0.0414559 -0.0414559 2 3 1
-0.280654 -0.0429693 -0.0429693 2 3 1
-0.290539 -0.0444827 -0.0444827 2 3 1
-0.300423 -0.0459961 -0.0459961 2 3 1
0.0653149 0.01 0.01 2 3 1
0.0850846 0.0130268 0.0130268 2 3 1
0.0949694 0.0145402 0.0145402 2 3 1
0.104854 0.0160536 0.0160536 2 3 1
0.114739 0.017567 0.017567 2 3 1
0.124624 0.0190805 0.0190805 2 3 1
0.134509 0.0205939 0.0205939 2 3 1
0.144393 0.0221073 0.0221073 2 3 1
0.154278 0.0236207 0.0236207 2 3 1
0.164163 0.0251341 0.0251341 2 3 1
0.174048 0.0266475 0.0266475 2 3 1
0.183933 0.0281609 0.0281609 2 3 1
0.193818 0.0296743 0.0296743 2 3 1
0.203702 0.0311877 0.0311877 2 3 1
0.213587 0.0327011 0.0327011 2 3 1
0.223472 0.0342145 0.0342145 2 3 1
0.233357 0.035728 0.035728 2 3 1
0.243242 0.0372414 0.0372414 2 3 1
0.253126 0.0387548 0.0387548 2 3 1
0.263011 0.0402682 0.0402682 2 3 1
0.272896 0.0417816 0.0417816 2 3 1
0.282781 0.043295 0.043295 2 3 1
0.292666 0.0448084 0.0448084 2 3 1
0.302551 0.0463218 0.0463218 2 3 1
