2.988899999999999890e-01 -3.793379999999999669e-02
2.969189999999999885e-01 -3.815879999999999966e-02
2.949490000000000167e-01 -3.838679999999999870e-02
2.929789999999999894e-01 -3.861780000000000074e-02
2.910099999999999909e-01 -3.885190000000000171e-02
2.890409999999999924e-01 -3.908899999999999875e-02
2.870719999999999938e-01 -3.932940000000000047e-02
2.851040000000000241e-01 -3.957299999999999707e-02
2.831359999999999988e-01 -3.981989999999999835e-02
2.811679999999999735e-01 -4.007020000000000026e-02
2.792009999999999770e-01 -4.032399999999999873e-02
2.772350000000000092e-01 -4.058130000000000071e-02
2.752680000000000127e-01 -4.084209999999999924e-02
2.733030000000000181e-01 -4.110660000000000008e-02
2.713380000000000236e-01 -4.137489999999999918e-02
2.693729999999999736e-01 -4.164700000000000346e-02
2.674090000000000078e-01 -4.192300000000000193e-02
2.654449999999999865e-01 -4.220290000000000152e-02
2.634819999999999940e-01 -4.248699999999999699e-02
2.615199999999999747e-01 -4.277510000000000340e-02
2.595580000000000109e-01 -4.306750000000000161e-02
2.575970000000000204e-01 -4.336430000000000146e-02
2.556359999999999744e-01 -4.366540000000000005e-02
2.536760000000000126e-01 -4.397109999999999908e-02
2.517170000000000241e-01 -4.428139999999999854e-02
2.497590000000000088e-01 -4.459649999999999725e-02
2.478009999999999935e-01 -4.491629999999999928e-02
2.458440000000000070e-01 -4.524109999999999937e-02
2.438879999999999937e-01 -4.557089999999999752e-02
2.419330000000000092e-01 -4.590589999999999948e-02
2.399779999999999969e-01 -4.624609999999999832e-02
2.380249999999999866e-01 -4.659169999999999978e-02
2.360730000000000051e-01 -4.694290000000000268e-02
2.341209999999999958e-01 -4.729970000000000008e-02
2.321709999999999885e-01 -4.766220000000000179e-02
2.302210000000000090e-01 -4.803070000000000256e-02
2.282730000000000037e-01 -4.840520000000000239e-02
2.263259999999999994e-01 -4.878590000000000010e-02
2.243799999999999961e-01 -4.917289999999999855e-02
2.224349999999999938e-01 -4.956630000000000064e-02
2.204919999999999936e-01 -4.996640000000000109e-02
2.185499999999999943e-01 -5.037330000000000280e-02
2.166099999999999970e-01 -5.078719999999999762e-02
2.146710000000000007e-01 -5.120809999999999945e-02
2.127330000000000054e-01 -5.163639999999999897e-02
2.107970000000000121e-01 -5.207210000000000311e-02
2.088629999999999931e-01 -5.251539999999999681e-02
2.069310000000000038e-01 -5.296660000000000257e-02
2.049999999999999878e-01 -5.342580000000000245e-02
2.030710000000000015e-01 -5.389320000000000221e-02
2.011449999999999905e-01 -5.436900000000000066e-02
1.992200000000000082e-01 -5.485349999999999948e-02
1.972980000000000012e-01 -5.534680000000000155e-02
1.953779999999999961e-01 -5.584909999999999874e-02
1.934599999999999931e-01 -5.636069999999999969e-02
1.915449999999999930e-01 -5.688189999999999913e-02
1.896319999999999950e-01 -5.741269999999999707e-02
1.877220000000000000e-01 -5.795360000000000095e-02
1.858150000000000079e-01 -5.850469999999999976e-02
1.839109999999999912e-01 -5.906630000000000214e-02
1.820100000000000051e-01 -5.963859999999999995e-02
1.801129999999999953e-01 -6.022190000000000182e-02
1.782179999999999875e-01 -6.081650000000000250e-02
1.763280000000000125e-01 -6.142269999999999675e-02
1.744410000000000127e-01 -6.204069999999999724e-02
1.725579999999999892e-01 -6.267079999999999873e-02
1.706789999999999974e-01 -6.331340000000000579e-02
1.688040000000000096e-01 -6.396870000000000334e-02
1.669339999999999991e-01 -6.463700000000000001e-02
1.650689999999999935e-01 -6.531869999999999343e-02
1.632079999999999920e-01 -6.601400000000000323e-02
1.613529999999999964e-01 -6.672329999999999928e-02
1.595030000000000059e-01 -6.744680000000000120e-02
1.576589999999999936e-01 -6.818499999999999561e-02
1.558209999999999873e-01 -6.893820000000000503e-02
1.539889999999999870e-01 -6.970659999999999357e-02
1.521629999999999927e-01 -7.049070000000000336e-02
1.503440000000000054e-01 -7.129069999999999852e-02
1.485329999999999984e-01 -7.210700000000000442e-02
1.467279999999999973e-01 -7.293990000000000196e-02
1.449320000000000053e-01 -7.378980000000000261e-02
1.431429999999999925e-01 -7.465700000000000114e-02
1.413629999999999887e-01 -7.554180000000000617e-02
1.395919999999999939e-01 -7.644449999999999856e-02
1.378300000000000081e-01 -7.736540000000000084e-02
1.360780000000000045e-01 -7.830489999999999673e-02
1.343360000000000110e-01 -7.926329999999999487e-02
1.326039999999999996e-01 -8.024080000000000101e-02
1.308829999999999993e-01 -8.123769999999999603e-02
