0.0270535 0 0 2 2 2
0.0270537 0 0 2 2 2
0.027054 0 0 2 2 2
0.0270547 0 0 2 2 2
0.0270561 0 0 2 2 2
0.0270561 -0.01 -0.01 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
-nan -nan -nan 2 2 2
0.0217022 -nan -nan 2 3 2
0.0217022 -nan -nan 2 3 2
0.0217021 -nan -nan 2 3 2
0.021702 -nan -nan 2 3 2
0.0217017 -nan -nan 2 3 2
0.0217017 -0.01 -0.01 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
nan -nan -nan 2 3 2
