1.263789999999999913e-01 7.970279999999999587e-01
1.260999999999999899e-01 7.927589999999999915e-01
1.253940000000000055e-01 7.803219999999999601e-01
1.250930000000000097e-01 7.701710000000000500e-01
1.250040000000000040e-01 7.598160000000000469e-01
1.251190000000000080e-01 7.493589999999999973e-01
1.254210000000000047e-01 7.387359999999999483e-01
1.259109999999999951e-01 7.279999999999999805e-01
1.265890000000000071e-01 7.171729999999999494e-01
1.274810000000000110e-01 7.064150000000000151e-01
1.285630000000000106e-01 6.955869999999999553e-01
1.298189999999999900e-01 6.847050000000000081e-01
1.312230000000000063e-01 6.737630000000000008e-01
1.327210000000000056e-01 6.627560000000000118e-01
1.342550000000000132e-01 6.517049999999999788e-01
1.357319999999999915e-01 6.405659999999999688e-01
1.370270000000000099e-01 6.293769999999999643e-01
1.380240000000000078e-01 6.181309999999999860e-01
1.386129999999999862e-01 6.068449999999999678e-01
1.386870000000000047e-01 5.951250000000000151e-01
1.383220000000000005e-01 5.834019999999999762e-01
1.374279999999999946e-01 5.700840000000000352e-01
1.359539999999999915e-01 5.540110000000000312e-01
1.344019999999999937e-01 5.379669999999999730e-01
1.329569999999999919e-01 5.231989999999999696e-01
1.319720000000000060e-01 5.132170000000000343e-01
1.309710000000000041e-01 5.031769999999999854e-01
1.291869999999999963e-01 4.858580000000000121e-01
1.280270000000000019e-01 4.763970000000000149e-01
1.267939999999999900e-01 4.676810000000000134e-01
1.254720000000000002e-01 4.589509999999999978e-01
1.240860000000000019e-01 4.501430000000000153e-01
1.226669999999999983e-01 4.412789999999999768e-01
1.212229999999999974e-01 4.323130000000000028e-01
1.197539999999999993e-01 4.231730000000000214e-01
1.182639999999999941e-01 4.138899999999999801e-01
1.167249999999999954e-01 4.040980000000000127e-01
1.151609999999999995e-01 3.941060000000000119e-01
1.135710000000000053e-01 3.839920000000000000e-01
1.119480000000000058e-01 3.738049999999999984e-01
1.102920000000000011e-01 3.636849999999999805e-01
1.085639999999999938e-01 3.532970000000000277e-01
1.067680000000000018e-01 3.428289999999999949e-01
1.049029999999999963e-01 3.323169999999999735e-01
1.029749999999999971e-01 3.217320000000000180e-01
1.009940000000000004e-01 3.110640000000000072e-01
9.897359999999999491e-02 3.003430000000000266e-01
9.692240000000000577e-02 2.895389999999999908e-01
9.484869999999999413e-02 2.786810000000000120e-01
9.274809999999999999e-02 2.677490000000000148e-01
9.061439999999999773e-02 2.567389999999999950e-01
8.844680000000000597e-02 2.456450000000000022e-01
8.623859999999999859e-02 2.344860000000000000e-01
8.398419999999999497e-02 2.232200000000000017e-01
8.169010000000000160e-02 2.118829999999999880e-01
7.935670000000000224e-02 2.004749999999999865e-01
7.698679999999999413e-02 1.889969999999999983e-01
7.458589999999999665e-02 1.774330000000000074e-01
7.216369999999999729e-02 1.658109999999999862e-01
6.972040000000000182e-02 1.541230000000000100e-01
6.726110000000000422e-02 1.423250000000000071e-01
6.478939999999999699e-02 1.304510000000000114e-01
6.230369999999999658e-02 1.185110000000000052e-01
5.979709999999999886e-02 1.065040000000000014e-01
5.727349999999999802e-02 9.443809999999999705e-02
5.471079999999999693e-02 8.230010000000000103e-02
5.210320000000000229e-02 7.021660000000000401e-02
4.940560000000000090e-02 5.801409999999999900e-02
4.637000000000000149e-02 4.482679999999999998e-02
4.334280000000000077e-02 3.237410000000000287e-02
4.105589999999999934e-02 2.373250000000000012e-02
3.941630000000000134e-02 1.798850000000000102e-02
3.822779999999999928e-02 1.404880000000000018e-02
3.736090000000000244e-02 1.130190000000000014e-02
3.373369999999999841e-02 9.762139999999999880e-04
3.323790000000000078e-02 -2.661939999999999792e-04
3.309369999999999673e-02 -6.205779999999999933e-04
4.718569999999999709e-02 4.889910000000000090e-02
4.122350000000000320e-02 2.440490000000000020e-02
4.103980000000000128e-02 2.372550000000000006e-02
4.070109999999999700e-02 2.248150000000000148e-02
4.024130000000000068e-02 2.080819999999999892e-02
3.960489999999999844e-02 1.854300000000000045e-02
3.889019999999999977e-02 1.606549999999999992e-02
3.777629999999999877e-02 1.229949999999999967e-02
3.601329999999999809e-02 6.757939999999999607e-03
3.390619999999999745e-02 7.328789999999999740e-04
3.131799999999999862e-02 -5.760740000000000305e-03
2.768309999999999868e-02 -1.300740000000000056e-02
1.930969999999999909e-02 -2.123929999999999915e-02
1.785660000000000025e-02 -2.146719999999999878e-02
1.679160000000000028e-02 -2.150519999999999862e-02
1.569610000000000102e-02 -2.136379999999999876e-02
1.456359999999999946e-02 -2.107349999999999848e-02
1.358430000000000054e-02 -2.067540000000000003e-02
1.254579999999999931e-02 -2.011430000000000162e-02
1.137729999999999991e-02 -1.929880000000000137e-02
9.971010000000000636e-03 -1.806769999999999904e-02
8.733619999999999231e-03 -1.674530000000000116e-02
7.571089999999999938e-03 -1.532170000000000060e-02
6.300700000000000224e-03 -1.352839999999999945e-02
5.598289999999999690e-03 -1.258669999999999928e-02
5.002089999999999835e-03 -1.171419999999999927e-02
4.456129999999999987e-03 -1.082170000000000007e-02
4.077060000000000406e-03 -1.030219999999999921e-02
3.813289999999999996e-03 -9.943199999999999261e-03
3.436939999999999874e-03 -9.339170000000000804e-03
3.068889999999999899e-03 -8.633160000000000833e-03
2.831649999999999792e-03 -8.245360000000000189e-03
2.633889999999999842e-03 -7.873990000000000850e-03
