0.0259155 0.01 0.01 2 3 1
-0.00289993 -0.00115215 -0.00115215 2 3 1
0.0259155 0.01 0.01 2 3 1
0.05898 0.0221269 0.0221269 2 3 1
0.0795761 0.0294161 0.0294161 2 3 1
0.101743 0.0371069 0.0371069 2 3 1
0.122713 0.0442994 0.0442994 2 3 1
0.142532 0.0510918 0.0510918 2 3 1
0.162269 0.0579264 0.0579264 2 3 1
0.183098 0.0653052 0.0653052 2 3 1
0.214893 0.0771189 0.0771189 2 3 1
0.268082 0.0992064 0.0992064 2 3 1
0.335363 0.133295 0.133295 2 3 1
0.412168 0.183917 0.183917 2 3 1
0.486694 0.248606 0.248606 2 3 1
0.553433 0.32256 0.32256 2 3 1
0.612611 0.403007 0.403007 2 3 1
0.665294 0.487943 0.487943 2 3 1
0.712721 0.576178 0.576178 2 3 1
0.755565 0.666443 0.666443 2 3 1
0.794777 0.758382 0.758382 2 3 1
0.830952 0.851578 0.851578 2 3 1
0.864558 0.945742 0.945742 2 3 1
0.895969 1.04067 1.04067 2 3 1
0.925484 1.13621 1.13621 2 3 1
0.953347 1.23224 1.23224 2 3 1
0.979757 1.32868 1.32868 2 3 1
1.00488 1.42548 1.42548 2 3 1
0.302025 -0.2 -0.2 2 3 1
0.274468 -0.1719 -0.1719 2 3 1
0.253067 -0.151844 -0.151844 2 3 1
0.219907 -0.123597 -0.123597 2 3 1
0.168836 -0.0861375 -0.0861375 2 3 1
0.112864 -0.0522138 -0.0522138 2 3 1
0.0548181 -0.0232216 -0.0232216 2 3 1
-0.0064922 0.00255397 0.00255397 2 3 1
0.302025 -0.2 -0.2 2 3 1
0.328416 -0.229473 -0.229473 2 3 1
0.347439 -0.252367 -0.252367 2 3 1
0.374771 -0.287814 -0.287814 2 3 1
0.413203 -0.343068 -0.343068 2 3 1
0.465069 -0.428463 -0.428463 2 3 1
0.51167 -0.516797 -0.516797 2 3 1
0.553966 -0.607265 -0.607265 2 3 1
0.592732 -0.699358 -0.699358 2 3 1
0.628537 -0.792674 -0.792674 2 3 1
0.661831 -0.886933 -0.886933 2 3 1
0.692976 -0.981936 -0.981936 2 3 1
0.722262 -1.07753 -1.07753 2 3 1
0.749924 -1.17362 -1.17362 2 3 1
0.776157 -1.27011 -1.27011 2 3 1
0.801123 -1.36694 -1.36694 2 3 1
0.824955 -1.46405 -1.46405 2 3 1
0.847769 -1.56141 -1.56141 2 3 1
0.869662 -1.65898 -1.65898 2 3 1
0.890718 -1.75673 -1.75673 2 3 1
0.911009 -1.85465 -1.85465 2 3 1
0.930599 -1.95271 -1.95271 2 3 1
0.949543 -2.0509 -2.0509 2 3 1
0.96789 -2.1492 -2.1492 2 3 1
0.985684 -2.2476 -2.2476 2 3 1
1.00296 -2.3461 -2.3461 2 3 1
